user_id,id
661464,9
661464,39
661464,34
896633,38
896633,23
896633,43
896633,1
896633,3
896633,47
896633,40
896633,17
1456583,4
1456583,27
1456583,17
1456583,47
1456583,6
1456583,24
1456583,10
1456583,43
1456583,18
1456583,26
1456583,2
1456583,36
1456583,33
1456583,41
1456583,37
1456583,39
1314783,36
1314783,29
1314783,38
1314783,20
1314783,40
1314783,43
1314783,39
630489,6
630489,2
630489,43
630489,12
630489,29
630489,36
630489,44
630489,45
630489,10
630489,24
630489,1
630489,4
630489,17
630489,47
630489,39
630489,34
630489,46
630489,20
1260227,34
1260227,13
1260227,43
1260227,25
1260227,40
1260227,39
1260227,8
1260227,2
1260227,10
1260227,38
1260227,23
1260227,3
1260227,12
1260227,9
1238470,30
1238470,14
1238470,8
1238470,22
1238470,46
1238470,29
1238470,9
1238470,47
1238470,39
1238470,13
1238470,40
1238470,21
1238470,6
1238470,11
719918,21
719918,42
719918,46
719918,3
719918,39
719918,34
719918,41
719918,12
659714,6
659714,30
659714,38
659714,9
659714,32
659714,10
1378969,37
1378969,25
1378969,40
1378969,47
1378969,19
1378969,8
1378969,32
1378969,4
1378969,1
1378969,41
1378969,2
1378969,36
1378969,45
1378969,23
1378969,42
1378969,26
1378969,39
198842,10
198842,47
198842,15
198842,1
198842,14
198842,39
198842,13
527240,32
527240,25
527240,22
527240,47
527240,20
527240,7
527240,13
527240,8
527240,44
527240,35
100185,23
100185,42
100185,44
100185,1
100185,36
100185,10
100185,45
100185,37
100185,34
100185,26
100185,25
100185,20
100185,15
100185,38
87292,18
87292,5
87292,31
87292,2
87292,46
87292,32
571764,3
571764,1
571764,2
571764,23
571764,34
571764,13
571764,39
571764,37
571764,43
571764,22
571764,25
571764,40
571764,32
571764,46
1346123,8
1346123,38
1346123,43
1346123,12
1346123,45
1346123,3
182289,23
182289,9
182289,28
182289,41
182289,45
182289,10
182289,38
182289,8
150106,6
150106,32
150106,25
150106,26
150106,28
1472595,39
1472595,16
1472595,14
1426194,44
1426194,3
1426194,34
1426194,2
1426194,45
380551,23
380551,29
380551,19
380551,12
380551,35
380551,28
380551,5
380551,17
380551,16
380551,30
380551,38
1295688,23
1295688,25
1295688,42
1295688,45
1295688,44
1295688,20
1295688,15
1295688,21
1295688,43
742193,6
742193,13
742193,15
742193,20
742193,4
742193,46
742193,34
742193,10
1371372,1
1371372,9
1371372,48
1371372,26
1371372,37
1371372,34
1371372,17
1371372,29
1371372,20
1371372,14
1371372,42
1371372,40
1371372,11
1371372,7
295771,33
295771,25
295771,1
295771,22
295771,46
295771,32
295771,18
295771,40
295771,20
295771,7
780920,47
780920,25
780920,41
780920,40
780920,21
780920,6
780920,48
219022,42
219022,10
219022,44
219022,6
219022,23
219022,46
219022,13
219022,39
219022,37
219022,2
1388032,47
1388032,4
1388032,3
1388032,9
1388032,40
1388032,25
1388032,36
1388032,2
1388032,34
1388032,7
1388032,26
1388032,24
232645,27
232645,9
232645,42
232645,39
232645,40
1123659,16
1123659,36
777877,13
777877,34
777877,9
777877,26
777877,46
321764,16
321764,47
321764,2
321764,44
321764,38
321764,5
109638,40
109638,20
109638,2
109638,45
109638,15
109638,7
109638,46
109638,38
109638,21
789622,44
789622,39
789622,16
789622,17
789622,19
789622,28
789622,41
789622,1
789622,2
789622,40
1368851,3
1368851,4
1368851,45
1368851,25
1368851,34
1083427,42
1083427,19
1083427,35
1083427,1
1083427,36
1083427,25
1083427,27
1083427,43
1083427,23
978996,9
978996,40
978996,37
978996,41
978996,28
978996,47
978996,42
978996,2
247970,47
247970,25
247970,29
247970,19
247970,37
247970,3
656623,24
656623,47
656623,29
656623,43
656623,38
656623,12
656623,31
656623,2
1120184,21
1120184,48
1120184,5
1120184,23
1120184,9
1120184,22
1120184,18
1120184,1
1120184,6
1120184,40
1120184,35
1120184,46
1184060,21
1184060,14
1184060,25
1184060,32
424513,26
424513,17
424513,46
424513,32
424513,25
424513,18
424513,6
424513,44
79970,21
79970,2
79970,33
79970,46
79970,39
79970,34
79970,37
79970,32
79970,8
604262,2
604262,1
604262,47
604262,37
604262,3
604262,11
604262,14
604262,43
604262,34
604262,18
962787,41
962787,17
962787,2
962787,1
962787,5
962787,8
962787,27
962787,9
962787,23
962787,38
175191,3
175191,1
175191,30
175191,8
175191,16
175191,14
175191,29
175191,10
175191,2
883487,24
883487,17
883487,46
883487,25
883487,32
883487,29
883487,36
883487,14
883487,6
883487,43
883487,39
883487,13
252798,32
252798,29
252798,7
252798,43
252798,23
252798,27
252798,1
252798,42
252798,31
252798,22
252798,24
252798,15
252798,35
84668,5
84668,45
84668,2
84668,26
84668,41
84668,46
84668,31
84668,20
38810,24
38810,25
38810,32
38810,1
38810,4
38810,3
38810,23
1294636,2
1294636,25
1294636,46
1294636,40
1294636,17
1294636,8
1294636,43
1294636,28
951388,37
951388,16
951388,20
951388,40
951388,46
1109791,44
1109791,39
1109791,24
1109791,42
599172,2
599172,30
599172,39
599172,10
599172,37
599172,20
599172,34
599172,18
599172,36
599172,13
599172,1
599172,32
1395118,42
1395118,22
1395118,39
1395118,13
1395118,21
1395118,48
1395118,35
1395118,4
1395118,5
1395118,30
1395118,18
1395118,37
824894,10
824894,48
824894,8
824894,36
824894,30
250998,26
250998,17
250998,18
1289323,17
1289323,15
1289323,45
1289323,2
1289323,10
1289323,38
1289323,43
1289323,6
283463,34
283463,35
283463,32
283463,25
283463,46
283463,10
283463,17
283463,29
1353029,1
1353029,4
1353029,17
1353029,13
1353029,10
1353029,42
354722,14
354722,34
354722,13
354722,22
354722,37
345366,42
345366,26
345366,6
317680,34
317680,13
317680,37
317680,45
1447270,42
1447270,10
1447270,2
1447270,13
1447270,39
1447270,35
1447270,46
1447270,20
1447270,7
1447270,31
1447270,38
1498027,40
1498027,44
1498027,27
1498027,2
1498027,9
1498027,35
1498027,18
1498027,3
1498027,22
1498027,36
260949,8
260949,16
260949,21
260949,34
260949,17
260949,1
260949,27
260949,46
1147304,14
1147304,33
1147304,34
1147304,28
1147304,25
1147304,46
1147304,17
1147304,22
1147304,36
86157,32
86157,25
86157,20
86157,46
86157,35
86157,17
86157,42
86157,37
86157,44
86157,45
86157,1
86157,5
86157,4
131302,39
131302,34
131302,32
131302,44
131302,42
131302,25
819821,25
819821,2
819821,35
819821,17
819821,48
819821,39
819821,13
819821,47
685763,41
685763,3
685763,14
685763,46
685763,32
685763,25
685763,2
685763,45
17715,4
17715,1
17715,2
25740,20
25740,46
25740,33
25740,7
25740,47
25740,1
25740,6
25740,4
25740,32
25740,25
25740,2
534473,9
534473,20
534473,45
534473,10
534473,44
534473,1
534473,2
534473,39
534473,13
534473,24
534473,41
534473,25
61062,18
61062,6
61062,48
61062,21
61062,14
61062,11
511577,9
511577,43
511577,25
1135273,34
1135273,15
1135273,40
1135273,25
1135273,43
1135273,26
1135273,39
1135273,13
1135273,10
1135273,2
1135273,45
1135273,16
1135273,42
1135273,7
1135273,48
1135273,27
1135273,22
958484,6
958484,12
958484,29
958484,14
153676,39
153676,1
153676,34
153676,36
153676,16
153676,8
153676,37
1214387,10
1214387,45
1214387,18
1214387,21
964954,24
964954,12
964954,39
964954,4
964954,3
964954,10
964954,42
690947,21
690947,4
690947,1
690947,19
690947,23
690947,33
690947,35
690947,42
690947,6
6188,3
6188,33
6188,7
6188,2
6188,48
1203480,10
1203480,44
1203480,42
1203480,32
1203480,46
1203480,20
1203480,25
1203480,2
1203480,13
158615,21
158615,32
158615,25
158615,46
965493,26
965493,28
965493,37
965493,39
965493,9
965493,32
965493,3
965493,1
965493,47
965493,38
965493,23
1177367,3
1177367,48
1177367,10
1177367,29
67370,15
67370,47
1082411,28
1082411,13
1082411,34
1082411,12
1082411,46
1082411,32
397373,42
397373,37
397373,48
397373,43
397373,23
397373,9
397373,11
397373,18
397373,27
397373,2
168328,34
168328,25
168328,46
168328,41
168328,17
168328,12
168328,20
168328,2
168328,18
274640,27
274640,13
274640,2
274640,42
274640,28
131293,15
131293,38
131293,35
131293,42
690441,7
690441,16
690441,23
690441,46
690441,20
227236,22
227236,8
227236,1
227236,42
227236,2
227236,10
227236,40
227236,46
227236,25
608050,26
608050,10
608050,23
608050,34
608050,13
608050,32
608050,20
608050,40
608050,2
608050,37
1301125,45
1301125,42
1301125,2
1301125,44
175800,19
175800,18
175800,27
175800,12
175800,30
175800,46
175800,20
175800,17
175800,6
175800,32
175800,45
175800,2
175800,1
175800,23
292109,40
292109,28
292109,4
292109,6
292109,21
292109,32
292109,45
292109,39
292109,13
1139660,41
1139660,26
1139660,6
1139660,47
1139660,44
1139660,45
1139660,14
1267091,45
1267091,6
1267091,17
1267091,1
1267091,39
1267091,13
1267091,2
1267091,46
1267091,41
1267091,26
1267091,27
1267091,40
439533,14
439533,48
439533,32
439533,38
439533,9
439533,24
439533,23
439533,37
439533,39
439533,26
439533,43
26974,46
26974,25
26974,23
26974,2
26974,3
26974,19
1109424,48
1109424,21
75050,13
75050,41
75050,6
75050,40
75050,20
75050,46
910992,28
910992,5
910992,37
910992,45
910992,42
910992,2
910992,7
910992,31
910992,20
910992,10
910992,44
157089,28
157089,1
157089,9
157089,10
157089,17
157089,6
157089,16
157089,38
157089,21
157089,22
157089,2
157089,24
583225,15
583225,32
583225,20
583225,46
583225,44
351044,47
351044,25
351044,24
351044,15
351044,3
351044,33
351044,19
351044,34
1145444,2
1145444,3
1145444,20
1145444,33
1145444,21
1145444,8
1145444,1
1145444,37
1145444,34
1145444,42
1145444,28
1052159,5
1052159,43
1052159,38
837815,17
837815,33
837815,34
837815,46
837815,47
837815,43
837815,11
837815,31
837815,15
837815,45
837815,44
837815,27
837815,32
837815,25
461401,43
461401,22
461401,3
461401,20
461401,32
718653,24
718653,33
718653,44
718653,8
718653,16
718653,42
718653,10
718653,47
397623,20
397623,18
397623,40
397623,32
397623,6
397623,28
397623,41
397623,39
397623,21
397623,48
397623,44
397623,42
397623,3
397623,19
397623,43
397623,9
397623,38
296584,37
858354,27
858354,47
858354,6
858354,25
858354,20
858354,32
858354,33
858354,9
858354,26
858354,1
858354,40
858354,46
858354,48
857474,1
857474,7
857474,24
857474,33
857474,38
857474,42
857474,44
857474,20
857474,36
857474,22
857474,28
857474,48
857474,8
857474,6
857474,47
857474,30
857474,11
1269110,41
1269110,39
1269110,34
1269110,45
1269110,17
1269110,46
1269110,40
1269110,6
1269110,42
1269110,37
1269110,22
1248036,4
1248036,3
1248036,28
1248036,2
1248036,45
1248036,42
1248036,31
1248036,43
1248036,5
1248036,39
1248036,10
1169085,28
1169085,1
1169085,45
1169085,43
1169085,3
1169085,34
1169085,16
1169085,48
927987,34
927987,37
927987,39
927987,14
927987,41
927987,25
927987,46
927987,40
721475,40
721475,47
780777,36
780777,22
780777,8
780777,39
428205,17
428205,39
428205,40
428205,2
428205,23
235731,17
235731,21
235731,31
235731,30
235731,44
235731,42
235731,2
235731,20
235731,46
235731,19
235731,37
235731,15
235731,22
235731,33
235731,8
1272659,42
1272659,10
1272659,11
1272659,31
268720,42
268720,27
268720,4
268720,37
268720,35
268720,47
268720,17
268720,1
268720,48
268720,14
268720,21
268720,44
268720,20
268720,25
268720,46
268720,29
268720,38
268720,9
91043,34
91043,39
91043,47
91043,23
91043,1
91043,2
199109,8
199109,48
199109,18
199109,32
199109,46
199109,6
199109,20
199109,25
1130372,42
1130372,15
1130372,7
1130372,33
458077,36
458077,22
458077,33
458077,3
458077,27
458077,48
458077,11
458077,1
583483,17
583483,47
583483,36
583483,9
583483,38
583483,48
113043,17
113043,22
113043,43
113043,2
113043,39
113043,3
113043,23
113043,9
1171418,43
1171418,34
1171418,37
1171418,33
1171418,15
1171418,20
1171418,25
1259156,21
1259156,37
1259156,8
1259156,17
1259156,22
1259156,9
1259156,43
1259156,23
1259156,7
1259156,44
1259156,27
582536,46
582536,25
582536,15
582536,3
582536,42
978308,18
978308,13
978308,34
978308,5
1099233,18
1099233,15
1099233,33
1099233,43
1099233,16
1099233,21
1099233,32
1099233,7
402301,22
402301,2
402301,42
402301,17
402301,6
402301,1
402301,13
402301,39
139697,10
139697,17
139697,39
139697,1
139697,48
139697,4
139697,32
139697,28
139697,23
1225812,2
1225812,9
1225812,19
1225812,35
1225812,22
1225812,14
1225812,7
1225812,12
1225812,36
1225812,43
241088,23
241088,43
241088,47
241088,44
241088,42
241088,21
241088,39
324578,41
324578,40
324578,25
1448466,6
1448466,24
1448466,47
1448466,17
1448466,2
1448466,42
1448466,46
1448466,23
1448466,9
1448466,21
1448466,26
1448466,35
182623,48
182623,21
182623,20
182623,25
182623,15
182623,33
182623,27
182623,19
182623,42
182623,5
182623,18
182623,2
182623,3
182623,38
1044237,32
1044237,40
1044237,31
1044237,30
1044237,38
1044237,23
1044237,43
1238592,37
1238592,39
1238592,13
1238592,38
1238592,43
1238592,17
1238592,9
1238592,6
413916,9
413916,38
413916,8
413916,13
1055047,37
1055047,20
1055047,32
1055047,12
1055047,11
1055047,39
1055047,23
1055047,38
1039417,35
1039417,27
1039417,17
1039417,37
144826,23
144826,38
144826,39
144826,37
144826,34
144826,17
144826,6
144826,26
1198960,34
1198960,37
1198960,10
1198960,2
603500,25
603500,46
603500,48
106095,8
106095,20
106095,43
106095,23
106095,28
106095,2
1472987,23
1472987,20
1472987,10
1472987,47
1472987,17
1472987,12
1472987,35
1472987,39
1340413,3
1340413,42
1340413,37
1065078,19
1065078,48
1065078,32
1065078,23
1065078,13
1065078,36
415714,9
415714,23
415714,37
415714,13
415714,40
415714,20
415714,32
415714,34
415714,38
732950,48
732950,1
732950,47
732950,25
732950,20
732950,43
732950,14
732950,16
732950,17
227499,20
227499,34
227499,2
1221992,16
1221992,34
1221992,47
1221992,42
1221992,45
1221992,41
910795,41
910795,42
910795,28
910795,22
910795,11
910795,3
883118,45
883118,10
883118,2
883118,46
883118,40
1117525,6
1117525,9
1117525,2
1117525,34
1117525,36
1117525,18
1117525,44
1117525,16
1255171,20
1255171,22
1255171,33
1255171,37
1255171,34
1255171,26
1255171,46
1255171,32
1255171,25
693703,32
693703,20
693703,39
693703,41
693703,28
693703,10
977243,19
977243,14
977243,38
977243,32
977243,45
977243,42
977243,44
977243,10
977243,47
977243,41
977243,43
977243,22
977243,34
977243,28
977243,23
977243,4
664180,6
664180,36
664180,47
611671,9
611671,13
611671,34
611671,6
611671,47
611671,20
611671,22
611671,3
611671,41
139064,38
139064,47
139064,1
139064,34
139064,5
139064,16
139064,44
139064,41
139064,26
139064,45
139064,40
319714,12
319714,19
1102009,48
1102009,21
109250,41
109250,34
109250,2
109250,17
109250,11
109250,25
109250,47
109250,6
109250,5
42274,44
42274,26
42274,1
42274,37
42274,34
1330788,11
1330788,34
1330788,30
1330788,14
1330788,18
1330788,24
1330788,25
1330788,20
1330788,2
1330788,29
1330788,38
1330788,43
1330788,48
1330788,21
220630,17
220630,34
220630,48
220630,8
220630,2
220630,10
220630,26
220630,23
220630,38
220630,43
220630,13
906522,31
906522,21
906522,46
906522,28
906522,10
906522,2
956989,45
956989,42
956989,2
799709,9
799709,39
799709,26
799709,47
799709,6
799709,10
799709,2
799709,44
799709,42
799709,23
799709,40
799709,37
741226,17
741226,2
741226,3
741226,34
741226,1
741226,37
741226,27
226333,28
226333,30
226333,5
226333,31
226333,34
226333,39
226333,7
226333,8
226333,14
226333,13
226333,20
226333,6
557085,13
557085,26
557085,28
557085,43
557085,38
557085,27
557085,18
557085,36
1283472,36
26600,25
659067,1
659067,26
659067,17
659067,44
659067,42
659067,25
659067,34
659067,37
659067,46
659067,47
659067,43
970335,20
970335,32
970335,27
970335,46
970335,47
970335,17
970335,37
970335,39
970335,34
970335,13
233407,28
233407,37
233407,34
233407,45
233407,44
233407,6
233407,43
233407,41
233407,27
233407,3
233407,1
233407,17
233407,32
233407,46
233407,26
233407,5
559621,39
559621,37
559621,21
1476518,46
1476518,20
1476518,34
1476518,6
1476518,17
1476518,15
1476518,4
1476518,40
1476518,23
1348885,1
1348885,26
1348885,5
1348885,31
1348885,38
1348885,43
1348885,20
1348885,16
1348885,42
44327,12
44327,6
44327,47
44327,17
44327,21
44327,9
44327,43
44327,44
44327,45
44327,22
44327,10
44327,14
25800,31
25800,37
25800,1
25800,48
25800,9
25800,10
25800,2
25800,8
25800,16
25800,34
25800,41
25800,25
106873,18
106873,25
106873,46
106873,2
106873,47
106873,7
106873,19
797880,4
797880,43
797880,1
797880,2
797880,12
797880,27
797880,14
797880,23
797880,10
416649,29
416649,28
416649,14
416649,48
416649,21
416649,3
416649,17
416649,10
416649,42
416649,44
416649,30
416649,40
416649,37
416649,12
743964,13
835813,1
835813,48
835813,29
609639,42
609639,17
609639,39
609639,8
609639,23
609639,45
1489805,23
1489805,32
1489805,40
1489805,20
1489805,25
1489805,1
1489805,22
1489805,12
1489805,29
1489805,48
1489805,10
1489805,3
116399,6
116399,25
116399,22
116399,38
116399,15
1373310,13
1373310,45
1373310,44
1373310,26
956104,44
956104,42
956104,13
956104,21
982458,40
982458,10
982458,9
982458,13
982458,39
982458,43
982458,26
982458,1
982458,4
982458,38
982458,17
982458,33
982458,2
982458,3
982458,23
982458,25
1314930,37
1314930,13
1314930,32
1314930,40
1314930,35
1314930,20
1314930,41
1314930,14
1314930,19
1314930,2
1314930,44
1314930,23
1314930,38
1314930,17
1314930,34
1314930,30
1314930,1
1314930,46
382875,8
382875,37
382875,23
382875,2
382875,14
382875,21
382875,3
382875,26
382875,48
382875,28
382875,45
1402061,3
1402061,22
1402061,38
1402061,27
1402061,17
725082,41
725082,26
725082,17
725082,45
725082,42
725082,19
725082,20
